Student_ID,Age,Gender,Year_of_Study,Academic_Stress,Social_Support,Financial_Status,Work_Life_Balance,Mental_Health,Healthy_Life_Expectancy,Generosity,Freedom_to_Make_Life_Choices,Ladder_Score_in_Dystopia,Academic_Year,Sports_Engagement,Average_Sleep_Hours,Social_Relationships,Stress_Relief_Activities,Depression,Anxiety,Isolation,Happiness_Level
546,25,Other,2,1.14465484130878,7.672953646771791,5.661754628714367,8.510699560576949,6.693466410031528,7,3,6.652317727831527,9,2,4.8772679198001745,8.857850151290664,8.940900284658571,3,5.342408538929583,6.550328420313107,2.3225636337854443,4.735702673352957
547,23,Male,1,4.442233211698487,8.442980783607762,6.159147069884332,4.62865016481974,6.564337776983276,8,1,8.484874573051382,8,1,1.690979210174508,7.043125430953049,7.269284952306192,8,4.964574967194645,5.394704535879713,1.0,4.664368669776485
548,30,Male,3,6.690315942368644,6.644482044981059,7.517648832327218,7.640596749017929,7.666217756630886,5,6,5.4866099437512235,2,2,5.9656974914962175,7.301931685118704,9.773407927842788,1,5.703104101722927,3.3960535457107976,4.105611606572357,5.0402407206927045
549,27,Other,3,4.902205633051789,8.124850359135566,7.392645724160647,4.098093233811056,8.223631729978104,9,10,8.109784825103494,2,1,5.629525122910327,6.350923666433361,7.606612231107126,7,1.0,2.4116362162748866,4.804058312685119,5.611692541675575
550,32,Female,3,2.18962030639285,7.418901757324789,6.557599624770921,7.391864201881699,7.903710154423544,5,2,7.888084296298169,3,3,2.8973563715215405,6.06883473922304,3.3811737731202838,5,1.0,4.102883416913101,3.964427624684707,5.0916172280751235
551,27,Male,3,4.895191098845061,5.573633905469152,5.5826632575590684,4.966771602479785,8.560086836190084,8,9,3.646669685229026,7,1,3.1555614457305703,7.477296008809423,8.584062409687832,2,1.5062608515265326,3.559632487588148,2.660477217767414,4.850995272128481
552,34,Other,2,8.408211032510982,7.477781507198312,5.374663108535286,3.953493553248831,5.471695064399897,9,1,8.501416236538303,9,2,4.950604713830016,7.217513495938785,4.735672566295068,2,2.5213129730375963,3.8659018375326553,1.0,4.309676866162729
553,28,Male,2,7.4937834310694384,5.512455004839534,7.715797650582686,6.560090685394809,6.658343531314548,10,9,6.590225534154285,8,2,5.699495630495963,6.210647634097422,7.345800500817009,8,1.0,3.394742884882057,7.126596361088126,5.128423900435956
554,28,Male,1,4.875991981267936,6.050679587672812,7.1071390621355865,1.0,5.5899761018143685,10,7,3.586633892511562,9,2,1.0,5.561573281224596,5.837973913504233,5,4.274563204704313,3.8896219167769903,1.28511723320025,3.720058887979728
555,34,Female,3,6.902898554116173,7.283992460938562,5.485399998764421,2.498048851189544,6.420830835870787,7,10,9.521662679875465,6,3,7.106242905047606,5.730076912672453,10.0,3,2.123434555751183,1.0,1.2376940259417637,5.700942999283826
556,26,Male,2,4.266985959263897,7.445866410070186,8.164224625986282,5.645016232451433,8.522831337721458,7,2,5.7488488241398334,1,1,4.011004052370045,8.196133717091108,9.159396891145203,1,5.511941475493767,2.759338574449933,1.0,5.391353003213934
557,23,Other,1,1.5922568263465622,5.216151302384306,5.741931769740432,6.164883533269685,7.1619758810878436,8,6,2.1131136953781655,4,2,2.3365050312036475,6.386746185349929,5.887269037447362,7,7.197830958936564,3.467039913356668,1.0,3.9360810315807586
558,22,Male,1,3.1510680237408915,8.580978656774315,4.296675651331213,5.261362459683622,10.0,10,8,4.587467304191781,6,3,6.882133102903861,6.661091454324167,6.808963497818333,3,1.8118969708735069,2.129892575901255,3.699232722690547,5.98980202942156
559,32,Female,2,8.125777537016395,7.85800941745071,4.482058602193311,2.8411274025648026,7.2901095507845755,9,2,4.095091516569547,6,3,4.952764041163087,8.450340258759063,7.366897104473826,7,1.465410819501071,1.0,2.146441539817346,4.209529652137477
560,29,Female,3,4.452013836341392,5.942907346583674,4.042518327380468,4.364216315722989,7.089537820869604,10,5,4.636520131770264,8,3,7.4323315535645085,5.877849438513586,8.295121107342416,2,4.494561111495719,3.0104503623088443,1.2722297108891267,4.786950865658387
561,31,Other,1,4.513232041249964,4.693622805326237,5.455179966792626,6.782418654474788,7.159274379160324,7,6,5.109629175683506,1,1,5.875904525959511,6.273005174282943,7.043727868487519,4,3.193950370136951,10.0,1.4043972710228332,3.637618223627779
562,24,Female,3,4.400323607450239,6.782643131377853,8.467448556672386,7.163563541256725,6.0432869607100965,8,3,5.485221467430139,2,1,4.996970994103908,6.231233171439307,5.4626576509286995,2,3.7393460990611582,1.353799981104003,1.9724860982216283,4.797768580171326
563,23,Male,3,8.808273179146013,6.33108442920826,4.389809637938982,5.967553764808118,6.913245081433609,10,2,5.409994582965728,2,1,4.6945401100396875,8.61806848116604,5.92366204119992,4,5.65878917349599,2.7154799386672672,1.671228932669435,3.924840646954657
564,22,Female,3,8.251917830724127,7.169710685579534,6.376951522036205,8.313667562073977,8.69168204066747,8,6,5.805029548045883,6,3,5.965425521112276,8.993383500582414,6.993277305434813,5,2.456639310661296,5.5227709161657454,5.8053341919108075,5.0479208656936185
565,25,Other,1,9.437560466896269,6.45532500826665,4.686621308745174,6.794794046918469,7.170956002191659,10,3,7.174786772835109,7,1,4.172937482381339,7.751563225402171,8.851685468147036,8,1.0,6.5462486731399405,2.256080452964616,4.427728720500449
566,29,Female,3,4.681909579199897,3.9888147088824852,5.4793819174571246,4.505088692083575,5.809810405174793,5,2,4.507127281545437,2,2,3.294854822507001,7.7833847241542395,7.641756790804066,2,1.0,1.8334207948114478,3.291575830375561,3.6118405142411993
567,26,Female,1,5.59124897749419,6.417479592548262,2.9799175760294956,5.438995893176765,5.6123730692820475,10,1,8.362001062007892,5,3,6.219818245309288,6.419644997147269,5.839877610077476,10,2.6453500524520823,4.929230627905481,3.1184136815195274,4.092043233297559
568,26,Female,3,1.9667149011584177,6.54157133339753,5.558923541686926,3.1942676855842906,6.324697162501235,7,8,3.5496330028566514,6,1,4.711024317111141,8.947328486904283,7.972559166564685,3,2.2962741982092902,4.582503859345501,3.1863187618212194,4.5046411111665465
569,36,Other,1,7.953868852236549,7.9504915371610885,5.612589240390076,5.7837220192171666,7.110795151616321,9,1,7.23023771165085,4,3,5.067135296138012,7.267696254358662,6.41952274168276,10,4.729766239884866,1.9873445691241138,2.2587608045964496,4.759938119847998
570,25,Female,3,2.66444089746413,5.952700488083425,7.08057588807139,8.224201238442678,8.790379803214392,7,5,9.28654265537187,1,3,7.178759672309216,7.8531102644497395,8.335612007780263,5,5.784962937740694,4.249917943069822,2.0514749808223,6.186081441164651
571,27,Female,2,5.433551127525258,9.51801201005885,6.446561826510741,7.3705801694219355,4.989267037950345,7,6,5.645286902720182,3,1,4.772246784528518,6.894475061229046,10.0,9,5.777093682199515,2.653856900244886,4.286222597160344,5.272209406513402
572,33,Male,3,2.805394944734312,4.132539174022364,3.6032157500959094,8.804018651838245,6.520260583166865,7,3,6.386930741976479,10,3,5.030067851083581,6.73196741267239,6.461760443584676,10,1.5978369467116331,1.7464466651724286,3.439344492230016,4.777980387543717
573,26,Other,3,3.822266346522608,8.966751246703936,8.168396488087085,5.394229512402013,7.2164650291526184,8,7,4.064055219249056,9,1,3.800700977098136,8.663042259596118,8.202407739589557,5,1.3935155228857523,6.438131005820729,1.4829282369580843,5.330204428411529
574,29,Female,1,3.3254751379005993,6.663521543682843,6.42060608044399,8.692199589028515,4.249441348555848,6,2,4.976436551749946,6,1,5.861479867963702,7.539723679738307,5.881910001943405,9,1.0,4.298663620109679,1.0,5.679346145165214
575,34,Other,1,3.7842494786483645,8.289377308515334,6.396787034354974,5.61339154710406,5.749602575550391,6,7,9.135357074429308,2,1,5.699655825360176,8.451375461070382,6.831604349213054,4,3.0060535855309216,1.0,1.786086063969747,6.228576101134087
576,37,Female,3,3.921754593702043,7.1197022260880996,5.981635293229722,8.943170165139788,5.98016719039572,5,2,7.496964588767284,9,3,6.801550263581116,7.255328171745044,7.044343430308152,10,4.769445802315493,2.74455711956531,1.0,4.095473818973262
577,23,Female,2,3.903462410149846,8.709333304038203,4.9644851055555606,5.956286505115752,5.8060444392242525,7,5,6.837088640187946,4,3,3.8417423259862478,6.15163346357691,6.709474509933429,5,1.5866496422405745,1.961022970087831,1.1534537673673857,5.708817459240421
578,36,Female,2,6.666667823560614,6.418957053170783,6.435604679497452,7.414462747608553,7.287834317532472,6,7,2.1240509055669046,8,1,4.084366060819629,6.416657067121512,10.0,9,1.0,2.5787058653735326,1.0,5.191067009753126
579,27,Male,1,2.79027441387496,5.352069362233282,6.9511768718571645,8.95022472861971,6.759160585747304,5,3,4.567054197866831,10,3,6.584274798290939,7.10296524246461,6.540110387982426,4,6.771657527399557,4.031913657481734,5.3191211002138115,3.402216893062848
580,24,Male,2,5.441082854027734,9.130756430906594,2.50620861730889,5.613144742837589,6.167070846098445,8,4,9.477983620653704,7,1,5.504426006725727,6.373499783956674,7.880277308177302,5,1.5896862538936756,3.5868106211644735,5.304978232900179,5.275090120461022
581,26,Male,3,7.435918304611117,6.8297790311767885,4.922478325307809,6.436777975088348,7.641943939828953,7,1,6.821663926248301,3,2,3.187563747614611,5.892538591372309,4.104869696014852,5,2.7752815974652347,5.868150795741023,4.5160635740508965,2.574573054904853
582,39,Other,1,3.9736072709732078,7.332337710436316,5.490106059192821,8.577726850412605,9.584612076469375,9,3,7.071190793688095,8,3,7.613108135469002,8.201417031787024,7.6479948450544155,4,2.0671409164846763,5.443700764082674,2.3322793481624684,5.401942542616449
583,27,Other,3,3.564162218504796,8.852127871067193,6.512341211388557,5.7339936721398725,9.458884775112628,8,9,6.341110307892212,4,3,1.6030988631994982,6.455129929176488,8.71308188852837,4,1.0,1.0,1.6681973596481574,7.095295852358159
584,25,Male,1,4.538950749639499,5.452067136858348,8.386622011854252,3.358215434987678,4.115842341906496,5,10,4.774021022132908,2,2,6.568569506527504,7.1381927477913205,6.208603986131424,5,4.803762002922726,2.8033724354707763,1.0,5.0607409289411045
585,29,Other,1,7.359450416721421,7.893236346458886,4.456518370806435,10.0,7.8656082757527095,8,5,6.6650831809128865,5,2,2.4695759280036067,7.296133589885605,3.2346667884393807,6,1.0,1.0,4.828790391045491,4.406526268117497
586,24,Female,1,5.388215261906716,6.1151578653056635,5.004076306364316,5.060471071325726,6.732965064904242,9,8,2.9395717083549804,1,2,8.771577032971054,6.411846874679432,6.942022346759012,7,5.248707080303287,1.0066257794293296,4.737245096974443,4.48591356280796
587,22,Female,1,3.9375714107848028,6.801745966533442,4.9749317787069,6.317512101875086,7.232733014298034,8,2,2.789090601921844,8,1,1.9108005461887534,8.45079946630874,7.025775775578292,6,3.5360989316911624,1.0,3.985551108735028,3.820813012271817
588,23,Female,2,5.96775330237608,7.108418448076433,4.396944819790917,8.312013338902254,6.402575449686177,5,3,4.5294505612448885,8,1,7.304501303745496,5.882858238795388,8.086112576116456,1,2.4626263516528173,1.0,1.0,4.525101970215213
589,23,Male,3,2.7954157003271534,4.749667207829596,5.305627009775475,4.783012192537596,7.176382944830803,9,7,6.38432847206653,3,2,4.836731279977512,7.261625263580771,10.0,2,2.496060668906419,5.80020612743157,2.325893225148789,4.243808856910467
590,23,Other,3,6.362719020885896,5.831744435769348,7.541604439975942,3.9842641735557396,7.227111094108028,9,10,2.860653749943053,1,1,4.266794860322512,7.246117706376584,6.42991952409954,7,3.9085470004946163,4.505417032396894,2.761039718218516,4.596899123806945
591,23,Male,3,5.817214615403535,9.026609338619709,3.8923290092713088,6.5074745935496665,6.131572363976615,8,4,6.2540853840298,4,3,5.370793312935523,6.945745397135852,5.71556781450958,3,1.7143571713614036,4.234119836742158,1.0,4.692037180299197
592,30,Other,1,4.384383057722232,8.329286782877194,6.855628790305806,2.413847204175221,5.655448678262228,9,9,4.010881507337057,9,2,6.263800678315626,5.703087386728018,5.249623297942835,10,3.353506763980182,5.3506754259173555,5.8576532049384396,3.6554383472173204
593,23,Female,2,3.3228284031055377,6.906040634009147,2.596195539963329,5.424187846264159,6.326956476070774,8,7,4.28034905842421,9,3,3.1911989953382607,7.870817551863464,7.297117925547399,2,1.2236747072513048,4.22541193347959,1.0,4.779397442246558
594,25,Male,3,3.2266381554330854,7.364685187769339,4.877324007115588,6.490077328630812,7.351388896685148,7,1,8.599176955330412,1,1,3.3684245496628558,7.743510670334596,7.719031388227753,6,1.0,2.8304528608557673,1.4407675375161852,6.739947120867497
595,35,Other,2,6.06963467269182,6.558636241545313,5.341021399564028,5.460096206349672,7.898494512526396,9,4,6.074588159641324,7,2,6.299209730225772,6.324431471408784,6.181516908456123,4,4.233980030091118,1.8213214838233425,1.0,4.994739687696678
596,26,Other,1,7.457961004978124,9.034875078741972,9.34971934582813,2.913098113628506,8.28002346601022,8,10,4.192389243128904,6,1,1.5853140927008003,7.707487207205362,8.168024118588685,5,7.874332557517952,6.391297225661441,2.5928771462534175,4.384726686859468
597,30,Female,3,3.7253845059424107,6.699471133308754,5.450395390494624,9.188355912408024,6.258714965399631,7,6,6.3736669455219035,7,3,3.8315418136158295,7.374907686300776,7.698076115228764,6,4.132112049645427,5.612771130840051,2.5029290536887987,4.503848716686106
598,23,Male,2,5.916773407102968,7.347763138202272,1.5975130530981634,6.207076307898351,7.425766850954105,9,6,3.060763391987419,7,1,10.0,5.719387854638891,7.064847534467336,3,2.9051556387460695,2.5610754839582266,4.960308238157059,4.497234074352871
599,23,Male,1,1.0,8.719045216213097,2.0022221862775003,8.862304235523482,8.443753887929947,7,10,6.764660655599775,8,3,3.0639740708214385,6.146071085428643,5.646377918883812,1,2.206789272765689,4.52772630129507,1.1048671440466378,5.917369872672293
600,22,Male,2,3.830764538685601,5.83394277273114,6.068059172693362,5.4799274996391105,8.748392342716192,10,6,8.214636373031867,8,1,7.295605583519505,8.138281444889579,6.277203526772915,3,2.269476323162063,1.0,1.0,5.934859209181751
601,23,Female,3,4.937882134258196,9.33818377674534,7.227541711579818,4.239976036618472,6.9117507188027165,9,5,7.323457470043194,10,3,3.8280984625723757,7.309416185142051,3.355367053476183,3,2.2066284225430017,4.628465229147611,3.160340022138094,4.83059392930441
602,24,Male,3,3.1806331660363325,4.704307885384935,6.750911715254506,6.53836184051032,6.668602412590581,10,3,10.0,2,1,6.018090289594288,6.435697054189374,7.353680596297051,6,3.3979818243042677,1.9984214004061969,1.0,5.467191056155416
603,23,Female,1,3.1269872504208083,9.444463196669197,6.33514021160198,5.568425747343561,7.2866863507545885,5,2,2.1232178774755694,4,2,6.308711381192435,6.141524108827358,7.039511933121153,4,1.0,8.42497189339062,5.662973046298023,3.87940994371238
604,22,Female,1,3.6644408870622276,6.440986624072038,8.324519195011334,3.644477084017284,5.275438790653892,5,3,6.253938160159575,4,2,7.257913470365895,6.48460620188458,7.28271848663423,7,1.0,5.301245737347492,1.0,4.8683237978055
605,23,Female,1,5.584385456652746,6.635951878262078,4.920817558525737,8.93956851757499,6.709585733446738,8,9,3.3129985403509603,10,1,4.599492346374449,6.555520470122295,7.75647852334684,2,3.9023901705538253,1.0,6.633994695388219,4.450536656066123
606,26,Other,2,4.6253419631872505,4.1649847432255855,7.789821112053651,4.755459554212008,8.116879597709694,6,3,5.6535571372964695,8,3,8.977769277509706,6.1540369673707485,7.578732229648335,4,2.6017336125562753,1.5774002069006017,1.4159099575106557,4.8048617899660115
607,24,Male,2,1.0,6.317807923933461,2.7359702299471653,2.319467230408863,7.962920694165552,10,3,6.003087936824505,3,1,3.8213268708296395,5.2582358876166975,6.834425229030947,8,1.0284809693460746,3.121161247678195,1.0,5.03433541251419
608,25,Male,2,1.0,5.440290203459673,4.190104334123868,8.656332107914665,6.594598593454166,10,1,10.0,3,2,5.46844082719912,8.140013286400785,7.073002064744129,6,1.0,2.9151226859905988,4.1661620337033884,5.252410441405287
609,27,Female,1,3.786269644285649,6.088530481939791,2.3859172101363675,4.991403968374754,7.32657730163075,5,2,5.880445779215334,2,3,5.490553864435215,7.970633672611443,4.893525374955746,10,1.884581371951182,2.8247885423991197,4.051017441469023,3.300727746033652
610,31,Female,3,5.915373172107104,6.794033551316681,5.450309398660416,4.784352214768751,5.763024489563969,10,3,5.8431395594307,1,1,2.7560637601011693,5.726744548193141,6.1244190314658615,3,2.163306723524592,4.969463456912238,4.099500190445665,3.8381942582870634
611,22,Male,3,1.0,8.436687421709358,5.907477565467315,2.469224825940052,8.055238222337538,6,2,8.01031821338018,8,1,4.428255490041758,7.136311295563668,7.075706580525192,10,5.846690147165826,1.918444524714101,3.20117765481733,4.319820950593935
612,33,Female,2,4.000539647696739,7.311405027100939,6.2282029844530395,9.481882973193981,6.883267845795291,7,8,5.894356520944845,9,3,5.323026998476815,6.097761797285234,5.896219636131459,2,1.0,2.85533743999288,7.479443859998128,5.972631205385811
613,29,Male,2,3.9475042869651578,7.461514980101671,6.123766705774271,3.421038825580625,6.586072822455793,7,6,9.662294150509263,9,1,4.135757913741161,6.738432776773465,8.29022619380882,3,4.527899814614293,6.052144199263346,1.0,5.35593609871985
614,22,Other,3,7.776675556416896,5.356720916731657,4.144893338376544,6.1168989614113,6.45741424585992,6,7,7.33936897863301,8,2,9.88184793091307,6.6552334201263434,6.012051878567455,1,4.180530509605465,6.0844388462928265,5.723182780654074,3.9396688606828945
615,34,Female,3,4.229956376574273,5.678868865595905,5.619518311173569,7.825240645080881,6.905659199650213,10,1,7.657006159640033,5,2,3.3227526528009386,6.572165784282127,7.324458116872474,1,2.5811379365480196,4.955476471136315,1.0,5.153221865594657
616,36,Male,2,5.765977969481857,9.698087527526969,3.005106662788503,6.843433866006194,6.328183532602062,10,6,2.264872127122487,1,3,7.358848936280856,9.002947084076286,7.174848485223004,2,4.529970083527944,2.3005457979496926,6.303790920961498,5.250500331492878
617,22,Female,2,5.282514280174927,5.89719844785513,8.7264579502645,5.8806913760156165,7.987214554003845,10,2,9.970425637673104,9,1,6.712919626297573,6.55967431532381,8.119416390415614,3,3.8833426481921007,1.5853500727836172,3.705212768024984,5.550233591298979
618,24,Male,3,1.0,9.484312378085944,5.392747854203998,2.5966682834251675,6.407074677975729,8,6,4.687082159395876,6,1,4.972275730991457,6.191736174933075,8.351186761042452,9,1.0,2.9174122773910516,6.1187308649550225,4.977432659314918
619,33,Male,1,6.536414433263475,6.6354082016787,5.022227761912617,4.380550328465432,9.389446144041072,9,3,5.980539664983313,7,2,3.2695818922955064,6.237418570502952,8.04104891645191,8,1.813336191111863,3.0569034719504526,4.784256730599038,3.607949263758704
620,32,Female,2,5.430793010912576,7.003431904215256,9.177880656888165,6.375600676085044,9.197815755222072,6,7,4.694592189729305,8,3,3.46348935921646,8.043776956401755,3.8409906979252995,9,3.7755454844352383,2.929343041137795,1.0,4.292072995218099
621,23,Other,3,6.016537279349179,8.605547740344894,3.5155069329015416,4.425651860026007,5.662684765218243,6,3,3.951497378744252,5,3,3.9640654015669803,5.347897668307065,8.791222222019691,7,1.8040130873906002,4.112591147399294,2.3240025967056432,3.7044944377414106
622,24,Male,3,10.0,8.907838632907985,3.748825771936062,6.406718919997536,7.104556404143921,6,9,3.59566326565132,6,3,1.428517436107474,6.23737708356448,9.290962336291898,7,4.221493743688471,3.721332629859983,1.0,3.8737351905849353
623,25,Male,3,1.0,6.833781159581369,3.8075593502628697,7.3634868176302835,6.024015067995707,6,3,6.206483317398171,7,2,2.993069148401419,8.446822840111533,6.276813573517796,5,5.325051281809993,3.6378145835743725,5.987531632722643,3.8569459338424137
624,26,Male,3,8.449393299522217,6.4176354197176915,5.864257236601036,7.925005771600203,6.5100286552170825,6,7,2.0602064131188027,7,2,2.035046969272715,7.243986187997646,7.3549703690092745,7,2.945717606019796,2.066511994560455,4.601193726078917,5.073122107338446
625,29,Other,1,4.425104961199289,6.9161193272166805,6.863263259275195,3.547641284374633,10.0,10,4,5.514395425376098,2,3,7.691750006355433,7.191922005036114,5.6637524798038275,4,1.788255194499539,1.0,3.302831815742383,5.010872271170153
626,25,Other,3,5.574657808806019,7.506936292348177,7.479350936235667,10.0,6.538642874326301,8,8,8.115537294604476,1,3,6.236924784776437,9.132146460143701,4.077432239901773,5,1.560754897628064,4.389284236297306,2.175032806597876,6.314867188614469
627,26,Female,2,4.908975509397516,8.336955530304634,10.0,7.534958689108262,7.540339055616143,5,2,7.263884475484368,8,1,6.57194819773092,7.246347952948499,5.89192710168642,1,2.271351237958792,3.1213822062664267,3.847055692124114,6.650021769760004
628,32,Other,1,4.151527333203913,7.006344788491227,1.5011350915984725,5.996571692661872,7.811981941012418,10,8,6.864870775312121,5,1,6.177663903083896,6.291813838640418,6.189791440804584,4,2.131549534428855,3.817620748259273,1.0837112914756288,4.8566322308083265
629,22,Female,3,3.8603341435224827,7.928329447034731,7.217471178248834,8.17907316615328,5.499055941275139,10,9,4.209230915616883,10,3,5.333935246668326,6.717922943123652,6.467723902972277,3,4.728054815959121,3.8734446697693423,3.5626537598967474,5.149655713704686
630,24,Female,1,5.659017471146019,9.457539598406411,4.885738854855537,10.0,5.717356788386192,9,8,2.8278096153621775,2,2,7.921360664258274,5.864567690969431,5.561628864991018,2,1.8270573142373912,1.0,2.753466167638602,6.260565001638178
631,31,Other,2,1.9656526066566418,7.571964418397177,4.827169702222453,3.122559797886261,5.190966442887822,5,6,8.08358823804319,3,2,3.7784746885365257,8.255937040015697,5.8998622497741415,2,2.6484840602267976,6.443022331324796,1.3664507195756541,4.1995186377317895
632,35,Female,3,6.501158335043531,7.467479284007167,4.760455743492245,5.5494747150172925,5.671043899153334,6,10,5.102080368119653,6,1,5.2133393107340895,7.5745617175367155,6.983490517557389,8,4.55941715197864,1.8697951794036354,4.390921166958679,5.075312412520361
633,27,Other,2,4.167611190229492,4.721633762364898,4.182460658384054,1.2431366802533432,2.724954836024226,5,1,5.833843118072233,10,3,6.494117655648246,8.124414149970889,5.844659525334787,1,2.3400259583687717,5.7478891404423464,6.771621784497665,2.2090503455790755
634,27,Female,3,2.7398613219192844,3.053904794756405,9.369049669206904,6.385303065296049,7.8168736011904425,8,7,5.604810862555282,6,2,2.357581536287742,8.21298392854937,7.815286498825042,8,2.1115812518481856,3.8493125067050906,1.0,4.871080826419329
635,23,Other,3,4.099974284008373,7.5825635938452525,7.684594654027805,6.730788483850281,10.0,7,1,7.34478593976175,8,2,10.0,6.585789219072467,8.02249097709616,9,4.742670368497436,1.0,4.889396927435401,5.623961314955268
636,26,Other,3,7.514298433725146,6.857763653078692,6.04639195711475,5.921675769114481,7.22173110855479,10,7,9.686632092251918,5,2,5.057131525555172,6.0552471479911105,10.0,6,5.320011002665778,1.5847228584314323,1.3852553120559135,5.672971726955607
637,27,Female,3,3.929329825967554,6.227825987627887,8.702031504974,4.6909328580033804,4.875596710989089,5,2,8.924748302846858,5,2,5.283978901151185,6.948286888691954,8.688519898185193,1,3.0767385941350307,1.6217545690747563,4.16803401691761,4.333078344444098
638,24,Male,3,5.716907236419241,7.365295306279517,2.974942069402249,1.9009709676233495,6.035835425650078,9,8,1.3355229696073545,7,1,7.5137560633498435,6.127238929211462,7.3646545874926215,10,6.321401758246577,1.7367800117468317,1.765665932124553,4.030478503083225
639,24,Female,1,3.5380874485690534,6.909394406204638,3.3385897373381477,6.747067366823537,6.3116847324625045,8,2,5.382922057421921,10,2,6.829910666020448,7.1649568754090245,6.069603554998482,7,3.3315052237047365,1.0,2.4005764907526266,5.148626193765216
640,25,Other,3,6.515843699847239,8.691670375950848,1.6440645356106245,8.91086896783065,5.4736228341799364,7,3,3.306512962962922,5,2,5.076156038792918,8.13209688083469,7.440621027510998,5,4.752667124576764,1.403076167436317,2.5983890099134808,3.7535578766919375
641,22,Male,3,6.371015477580408,7.129166302388467,4.601170919753425,4.817963088533136,8.290273957592735,8,3,7.876857715160369,9,3,5.260258876196084,6.831860353950833,7.489893939874534,9,6.910015451794343,4.934763681994914,5.722686644553841,2.487965665420699
642,25,Female,1,8.697217666592824,5.879615072394749,6.323397053409506,6.88011985804629,8.215390066563,6,1,6.007966963248167,6,3,1.991702938104042,7.149995089907739,6.230030366491508,7,1.7426635206666097,5.139511202431692,2.815911705006437,3.0600937532528576
643,24,Female,1,4.648872109001569,8.485249358438933,6.205717155864668,2.863711373159899,5.266822309273511,7,5,7.212303743070722,7,1,3.8870684443000476,6.9061543837766335,8.175597095129316,5,1.9573486428362146,1.6474842865827541,2.321645383435256,4.9782380921874765
644,25,Female,1,6.337309609515813,6.6743033875806965,6.298683822119761,6.914426127385028,8.087621566671261,9,5,5.211751058884416,8,1,6.034420432317921,7.802727572437698,4.9028529779771866,2,4.598833800474967,1.0,2.8342216163553093,5.194658494008341
645,23,Male,1,5.196135079077889,7.7898050255084605,3.1778863378678364,5.2132354045106855,9.290218995365898,7,10,3.9212567881380407,5,1,5.887785678085773,6.33221760571171,6.633400246693734,4,2.6788294420824093,4.261836869619465,6.792166487103604,3.7383798523111933
646,35,Other,1,7.591743563726029,6.283883940710799,7.606309485228044,4.475164098794171,9.85383730784434,9,5,4.263438536400079,4,1,7.442331500008174,4.803553738356901,7.83378768897611,2,1.1181364997135566,1.0,4.120173705208603,4.740806811539582
647,29,Female,1,3.5623352247825393,6.025259671753846,6.479255036477996,4.4792727175677385,10.0,6,9,2.9339746654845387,8,2,4.75899788355335,7.470868859375381,6.568623778611855,9,2.301649396221092,1.0,1.7791075957682683,4.696365878846595
648,30,Female,3,6.490010625754563,7.1262523452785445,7.466108562931997,5.21277683593398,5.647011025835203,9,6,3.47273186099686,10,3,2.2254269731382674,7.987834421307993,6.689868394856093,2,1.0,2.434332167187271,5.99630378378218,4.95082835851662
649,33,Female,3,4.610605407766637,7.019242965315527,2.2144756448198963,6.764866631385071,10.0,8,6,3.051413888982938,9,2,7.113460861551356,7.446374244758536,6.793321208211579,2,3.049236388150834,2.2470622637823854,3.361127748376004,4.221243208071987
650,27,Female,2,4.871623645783004,7.71974055305025,6.62298171759558,3.3756735976089645,6.468690417236818,5,3,3.9285946443737774,1,2,7.872178692364032,6.359769504531986,5.746598138968382,2,3.326183964937598,1.4204921865045002,1.2742375621007882,4.084686469920415
651,22,Female,3,5.183504968896746,6.597031370035387,3.624469520164946,5.205769336864295,6.111301816929228,8,5,3.8154436719376337,3,2,6.796489145712458,5.864987901813931,8.760851397361312,1,5.1698760852783305,1.601206456035882,3.7874114933959895,4.132273387798834
652,28,Other,3,5.504480792853355,4.245460324344404,5.205353494897277,5.917056444001704,7.490608562316768,10,10,6.788186210056439,4,3,4.6727326582850175,7.494497531780321,5.472943492115777,9,5.360997123721453,1.9961205909512973,2.69966499496945,5.162920763241558
653,29,Other,1,4.767541913756084,6.350839174617417,7.068729797272766,3.8019215509362816,6.1269079988604815,8,7,6.709723289309996,7,1,7.088772103753158,7.141478952934674,7.477238991114827,8,2.365528699574782,1.5720245724051967,1.0,6.013209920528466
654,32,Female,1,5.429426366341053,8.190727700715723,6.182187212511827,9.593330403350034,7.598566210969789,7,3,6.786008413716371,6,1,10.0,6.874207372341671,7.62047184742356,2,7.215186273571347,1.697826162906742,3.6614946504004733,5.149656231441769
655,26,Male,3,8.156236115124369,6.55393588113534,4.296920040441362,4.293009039877317,5.019884218394047,6,2,8.349990724503161,10,3,5.230304628880951,8.82246334299379,5.57706714818655,2,1.0,2.388540089359412,1.0,4.112990894914088
656,23,Other,2,6.970899371230437,6.6304248962281775,6.012546312368837,4.661126172733019,6.641871096904849,10,5,5.84332421724777,10,3,2.376526615509751,6.053199905818668,7.109656381571115,5,1.0,3.706714628912601,1.0,3.9890533100967036
657,24,Male,1,6.738309184993793,8.479564758858906,2.936929369512714,4.043384100355004,8.928373351542518,10,3,4.438370805834175,1,1,3.8274299008956962,8.775037021127465,5.6355517408829465,4,1.0,3.4981054606813786,1.0,5.437534019407737
